TEDX_M_018_SPA_0001|bueno a buenas noches me da muchísimo gusto estar con ustedes a mi me toca proponerles un tema que no tiene que ver con lo externo sino con lo interno |bueno a buenas noches me da muchisimo gusto estar con ustedes a mi me toca proponerles un tema que no tiene que ver con lo externo sino con lo interno 
TEDX_M_018_SPA_0002|y espero que lo disfruten mucho es un modelo que se llama ontocreatividad es un modelo que yo hicé en el año dos mil que lo he seguido trabajando |y espero que lo disfruten mucho es un modelo que se llama ontocreatividad es un modelo que yo hice en el ano dos mil que lo he seguido trabajando 
TEDX_M_018_SPA_0003|y que en principio lo hice para explicar que era la creatividad casi de cualquier persona y como desarrollarlaa e hoy me da muchísimo gusto porque yo se los voy a presentar a ustedes |y que en principio lo hice para explicar que era la creatividad casi de cualquier persona y como desarrollarlaa e hoy me da muchisimo gusto porque yo se los voy a presentar a ustedes 
TEDX_M_018_SPA_0004|no como un modelo teorico sino como un camino para la realización personal e me propuse humildemente tres objetivos en esta ponencia |no como un modelo teorico sino como un camino para la realizacion personal e me propuse humildemente tres objetivos en esta ponencia 
TEDX_M_018_SPA_0005|el primero es que cada uno de ustedes comprenda mejor lo que es la creatividad es un objetivo sencillo simplemente la tengo que replantear y ya |el primero es que cada uno de ustedes comprenda mejor lo que es la creatividad es un objetivo sencillo simplemente la tengo que replantear y ya 
TEDX_M_018_SPA_0006|el segundo objetivo un poquito mas ambicioso descubrir quienes somos es decir cada uno de los que estan aqui tienen que salir con una idea mas clara |el segundo objetivo un poquito mas ambicioso descubrir quienes somos es decir cada uno de los que estan aqui tienen que salir con una idea mas clara 
TEDX_M_018_SPA_0007|de quien son a partir de lo que yo les planteey el tercer objetivo un poco mas ambicioso dice proponer un estilo de vida creativa |de quien son a partir de lo que yo les planteey el tercer objetivo un poco mas ambicioso dice proponer un estilo de vida creativa 
TEDX_M_018_SPA_0008|para lograr la realización personal y con ello la trascendencia y todo esto tiene que suceder en dieciocho minutos tos vamos a a echarle ganas |para lograr la realizacion personal y con ello la trascendencia y todo esto tiene que suceder en dieciocho minutos tos vamos a a echarle ganas 
TEDX_M_018_SPA_0009|y por favor empiecen a contar el tiempo a partir de ahorita a jum porque así ya me ahorre un minuto muy bien vamos a empezar entonces por comprender la creatividad comprenderla de una manera |y por favor empiecen a contar el tiempo a partir de ahorita a jum porque asi ya me ahorre un minuto muy bien vamos a empezar entonces por comprender la creatividad comprenderla de una manera 
TEDX_M_018_SPA_0010|mas completa la creatividad ha pasado por distintas etapas en su entendimiento la primera nosión que tenemos las personas sobre la creatividad |mas completa la creatividad ha pasado por distintas etapas en su entendimiento la primera nosion que tenemos las personas sobre la creatividad 
TEDX_M_018_SPA_0011|y que sigue siendo la nosión mas popular de la creatividad es como una actividad artistica es decir entendemos creatividad como hacer cosas locas |y que sigue siendo la nosion mas popular de la creatividad es como una actividad artistica es decir entendemos creatividad como hacer cosas locas 
TEDX_M_018_SPA_0012|como ser artistas como hacer cosas infantiles como hacer travesuras como romper las reglas como estar loco es decir yo hoy vengo vestido de ese |como ser artistas como hacer cosas infantiles como hacer travesuras como romper las reglas como estar loco es decir yo hoy vengo vestido de ese 
TEDX_M_018_SPA_0013|ese primer entendimiento la idea asi de que el creativo es uy rompe con todo y es ridículo y si el problema de esta definición es que se queda corta |ese primer entendimiento la idea asi de que el creativo es uy rompe con todo y es ridiculo y si el problema de esta definicion es que se queda corta 
TEDX_M_018_SPA_0014|es decir que esta deficnión nos mete a dos broncas la primera es que nos dice que la creatividad no tiene ninguna utilidad no es práctica |es decir que esta deficnion nos mete a dos broncas la primera es que nos dice que la creatividad no tiene ninguna utilidad no es practica 
TEDX_M_018_SPA_0015|simplemente es para pasarnosla bien la segunda cosa es que entonces la creatividad es unicamente para ciertas personas cierto perfil de individuos |simplemente es para pasarnosla bien la segunda cosa es que entonces la creatividad es unicamente para ciertas personas cierto perfil de individuos 
TEDX_M_018_SPA_0016|que son artisticos o que son infantiles o que son muy locos pero entonces el resto de la población no entra y no nos permite saber si la creatividad serviria para los médicos o para los contadores o para los |que son artisticos o que son infantiles o que son muy locos pero entonces el resto de la poblacion no entra y no nos permite saber si la creatividad serviria para los medicos o para los contadores o para los 
TEDX_M_018_SPA_0017|los araquitectos sino simplemente se vuelve como algo de ocio la segunda definición no es muy vieja saben esto es algo que se empezó a entender |los araquitectos sino simplemente se vuelve como algo de ocio la segunda definicion no es muy vieja saben esto es algo que se empezo a entender 
TEDX_M_018_SPA_0018|a finales del siglo pasado donde empezaron a salir ponentes investigadores que tomaron la creatividad mas enserio y pensaron |a finales del siglo pasado donde empezaron a salir ponentes investigadores que tomaron la creatividad mas enserio y pensaron 
TEDX_M_018_SPA_0019|que a la mejor era una capacidad intelectual de resolver nuestros problemas y entonces tenemos ahi el trabajo de tony busan y de edward de bono |que a la mejor era una capacidad intelectual de resolver nuestros problemas y entonces tenemos ahi el trabajo de tony busan y de edward de bono 
TEDX_M_018_SPA_0020|que nos proponen pensar lateralmente y salir del cuadrado y hacer mapas mentales y toda una serie de procesos que nos invitan a tener ideas nuevas a partir |que nos proponen pensar lateralmente y salir del cuadrado y hacer mapas mentales y toda una serie de procesos que nos invitan a tener ideas nuevas a partir 
TEDX_M_018_SPA_0021|de los problemas que tenemos y ahí bueno se puede aplicar tanto a problemas laborales como a problemas personales pero el problema que tenia esta definción es que deja a la creatividad |de los problemas que tenemos y ahi bueno se puede aplicar tanto a problemas laborales como a problemas personales pero el problema que tenia esta defincion es que deja a la creatividad 
TEDX_M_018_SPA_0022|en el contes en el contexto racional es decir la creatividad nada más como la habilidad de pensar diferente nuevamente eso hace que ntons algunas personas no queden |en el contes en el contexto racional es decir la creatividad nada mas como la habilidad de pensar diferente nuevamente eso hace que ntons algunas personas no queden 
TEDX_M_018_SPA_0023|dentro de esa definción porque no a todos les gusta pensar entonces existe un tercer desarrollo je si este tercer desarrollo porpone |dentro de esa defincion porque no a todos les gusta pensar entonces existe un tercer desarrollo je si este tercer desarrollo porpone 
TEDX_M_018_SPA_0024|que existe una inteligencia olistica y en esta tercera etapa es donde entro yo y donde entramos otros investigadores y otros ponentes y otros |que existe una inteligencia olistica y en esta tercera etapa es donde entro yo y donde entramos otros investigadores y otros ponentes y otros 
TEDX_M_018_SPA_0025|psicologos a proponer que existen multiples inteligencias y que a parte de la inteligencia de la razón también existe inteligencia en el corazón |psicologos a proponer que existen multiples inteligencias y que a parte de la inteligencia de la razon tambien existe inteligencia en el corazon 
TEDX_M_018_SPA_0026|y también existe creatividad en nuestro cuerpo y en nuestra sexualidad y en nuestra biología y en nuestra vida espiritual y en cada una de estas areas cada uno de los que están aqui |y tambien existe creatividad en nuestro cuerpo y en nuestra sexualidad y en nuestra biologia y en nuestra vida espiritual y en cada una de estas areas cada uno de los que estan aqui 
TEDX_M_018_SPA_0027|son más o menos talentosos pero todas estas areas se pueden desarrollar y entonces eso nos permite entender que la creatividad es efectivamente universal |son mas o menos talentosos pero todas estas areas se pueden desarrollar y entonces eso nos permite entender que la creatividad es efectivamente universal 
TEDX_M_018_SPA_0028|es un proceso humano y se aplica a todas las areas de la vida hay una cuarta ola de entendimiento pero esta ola no es todavía práctica para nosotros |es un proceso humano y se aplica a todas las areas de la vida hay una cuarta ola de entendimiento pero esta ola no es todavia practica para nosotros 
TEDX_M_018_SPA_0029|se trata de investigaciones que están haciendo matemáticos y físicos cuanticos para tratar de entender cual es la inteligencia del caos es decir cual es la creatividad |se trata de investigaciones que estan haciendo matematicos y fisicos cuanticos para tratar de entender cual es la inteligencia del caos es decir cual es la creatividad 
TEDX_M_018_SPA_0030|de un universo que aparentemente es accidental y y si como caotico |de un universo que aparentemente es accidental y y si como caotico 
TEDX_M_018_SPA_0031|y que sin embargo tiene la capacidad de producir vida y adn y una serie de cosas que se ven sumamente complejas entonces esto todavía |y que sin embargo tiene la capacidad de producir vida y adn y una serie de cosas que se ven sumamente complejas entonces esto todavia 
TEDX_M_018_SPA_0032|no nos concierne a nosotros en lo practico pero nos permite saber hacia a donde va a ir dirigida la investigación de la creatividad dónde nos vamos a aterrizar nosotros aqui a entender que |no nos concierne a nosotros en lo practico pero nos permite saber hacia a donde va a ir dirigida la investigacion de la creatividad donde nos vamos a aterrizar nosotros aqui a entender que 
TEDX_M_018_SPA_0033|cada uno de nosotros tenemos talentos creativos y que si se pueden desarrollar ahora como podriamos hacer una definición de creatividad que se aplicara a cualquiera de estos rubros |cada uno de nosotros tenemos talentos creativos y que si se pueden desarrollar ahora como podriamos hacer una definicion de creatividad que se aplicara a cualquiera de estos rubros 
TEDX_M_018_SPA_0034|sin importar cual es esta definición es muy sencilla creatividad es combinar cosas inovadoramente si co convinación inovadora de elementos |sin importar cual es esta definicion es muy sencilla creatividad es combinar cosas inovadoramente si co convinacion inovadora de elementos 
TEDX_M_018_SPA_0035|quiere decir que la creatividad no es un proceso abstracto no es magico hay personas que todavía te dicen anoche me salió un poema y yo siempre les preguto y por dónde te salio |quiere decir que la creatividad no es un proceso abstracto no es magico hay personas que todavia te dicen anoche me salio un poema y yo siempre les preguto y por donde te salio 
TEDX_M_018_SPA_0036|si venia enrrollado si quiera son cosas que yo me pregunto e las cosas no salen no brotan si la creatividaad no es un erupto psicológico |si venia enrrollado si quiera son cosas que yo me pregunto e las cosas no salen no brotan si la creatividaad no es un erupto psicologico 
TEDX_M_018_SPA_0037|la creatividad es un proceso un proceso dentro del cual tenemos ya información en nuestro cuerpo nuestro corazón en nuestra mente y de esa in |la creatividad es un proceso un proceso dentro del cual tenemos ya informacion en nuestro cuerpo nuestro corazon en nuestra mente y de esa in 
TEDX_M_018_SPA_0038|formacion nosotros simplemente la reconectamos de maneras que no existian y así sucede todo me entiendes cuando tu haces música tomas las notas musicales y las reconbinas |formacion nosotros simplemente la reconectamos de maneras que no existian y asi sucede todo me entiendes cuando tu haces musica tomas las notas musicales y las reconbinas 
TEDX_M_018_SPA_0039|cuando tu escribes algo pues usas las letras ya las conoces entonces el procesos creativo es muy sencillo en esa en esa definición es simplemete tomar cosas que ya existen combinarlas de maneras nuevas |cuando tu escribes algo pues usas las letras ya las conoces entonces el procesos creativo es muy sencillo en esa en esa definicion es simplemete tomar cosas que ya existen combinarlas de maneras nuevas 
TEDX_M_018_SPA_0040|ahora en la prática esta es la la fuente de los eternos recursos siempre habra probabilidades de reconbinar lo que ya existe quedó claro lo que es la creatividad |ahora en la pratica esta es la la fuente de los eternos recursos siempre habra probabilidades de reconbinar lo que ya existe quedo claro lo que es la creatividad 
TEDX_M_018_SPA_0041|así sencillito si entonces podriamos decir que perenme que ya tenemos el primer objetivo logrado no va vamos bien je okey quienes somos |asi sencillito si entonces podriamos decir que perenme que ya tenemos el primer objetivo logrado no va vamos bien je okey quienes somos 
TEDX_M_018_SPA_0042|si ese es el segundo objetivo quienes somos somos un ser humano que puede convertirse en un ser humano y hay una diferencia entre las minusculas y las mayusculas |si ese es el segundo objetivo quienes somos somos un ser humano que puede convertirse en un ser humano y hay una diferencia entre las minusculas y las mayusculas 
TEDX_M_018_SPA_0043|quiere decir que cada uno de los que estamos aqui tenemos una versión lite y una versión pro si hay una cuau minuscula y hay un cuau mayuscula y eso |quiere decir que cada uno de los que estamos aqui tenemos una version lite y una version pro si hay una cuau minuscula y hay un cuau mayuscula y eso 
TEDX_M_018_SPA_0044|cambia todas las cosas quiere decir que yo tengo posibilidades pero que esas posibilidades las tengo que despertar a partir de un esfuerzo de otra manera |cambia todas las cosas quiere decir que yo tengo posibilidades pero que esas posibilidades las tengo que despertar a partir de un esfuerzo de otra manera 
TEDX_M_018_SPA_0045|me voy a quedar en lo más básico si todos sabemos que las personas usamos muy poquito de nuestro cerebro si eso lo que significa es que tenemos un potencial enorme |me voy a quedar en lo mas basico si todos sabemos que las personas usamos muy poquito de nuestro cerebro si eso lo que significa es que tenemos un potencial enorme 
TEDX_M_018_SPA_0046|y que lo que nos hace falta es descubrirlo entonces que significa convertirme en un ser humano pues esa es la famosa realización la realización personal es activar |y que lo que nos hace falta es descubrirlo entonces que significa convertirme en un ser humano pues esa es la famosa realizacion la realizacion personal es activar 
TEDX_M_018_SPA_0047|y desarrollar las facultades superiores que tiene un ser humano en dónde estan estas facultades si a este modelo nos dice que este somos nosotros |y desarrollar las facultades superiores que tiene un ser humano en donde estan estas facultades si a este modelo nos dice que este somos nosotros 
TEDX_M_018_SPA_0048|si este es mas parecido a nosotros que el de da vinci no este somos nosotros e cada persona todos los que estamoms aqui nos expresamos a traves de seis medios |si este es mas parecido a nosotros que el de da vinci no este somos nosotros e cada persona todos los que estamoms aqui nos expresamos a traves de seis medios 
TEDX_M_018_SPA_0049|tenemos seis canales a traves de los cuales nos expresamos hacia la realidad y tambien recibimos informason e información de parte de la realidad y estos seis canales son |tenemos seis canales a traves de los cuales nos expresamos hacia la realidad y tambien recibimos informason e informacion de parte de la realidad y estos seis canales son 
TEDX_M_018_SPA_0050|universales todos los tenemos el primero y el mas básico el mas evidente es la biologia todos tenemos un sistema biologico que nos permite estar vivos y ese es el requisito |universales todos los tenemos el primero y el mas basico el mas evidente es la biologia todos tenemos un sistema biologico que nos permite estar vivos y ese es el requisito 
TEDX_M_018_SPA_0051|para todas las otras funciones me entiendes no hay por supuesto ni pensamiento ni emociones ni nada si una persona no esta primero que nada viva tons este es un sistema muy complejo |para todas las otras funciones me entiendes no hay por supuesto ni pensamiento ni emociones ni nada si una persona no esta primero que nada viva tons este es un sistema muy complejo 
TEDX_M_018_SPA_0052|pero es la base de todas las otras posibilidades grandes posibilidades que tiene una persona el segundo canal es la motricidad la motricidad significa la capacidad que tenemos de |pero es la base de todas las otras posibilidades grandes posibilidades que tiene una persona el segundo canal es la motricidad la motricidad significa la capacidad que tenemos de 
TEDX_M_018_SPA_0053|movernos y de interactuar tridimensional mente con el espacio si todos podemos agarrar cosas saltar correr y todo esto es una hábilidad |movernos y de interactuar tridimensional mente con el espacio si todos podemos agarrar cosas saltar correr y todo esto es una habilidad 
TEDX_M_018_SPA_0054|que nos permiten construir en el exterior cosas que pasan en nuestra mente tenemos una tercera dimensión un tercer canal que seria la sexualidad |que nos permiten construir en el exterior cosas que pasan en nuestra mente tenemos una tercera dimension un tercer canal que seria la sexualidad 
TEDX_M_018_SPA_0055|ahora la sexualidad ees de todas las dimensiones humanas de la que más mala información tenemos la sexualidad para la mayoria de las personas es simplemente el coíto |ahora la sexualidad ees de todas las dimensiones humanas de la que mas mala informacion tenemos la sexualidad para la mayoria de las personas es simplemente el coito 
TEDX_M_018_SPA_0056|si dentro de nuestro concepto de sexualidad estan los orgasmos e la baba los gemidos los cuerpos desnudos la procreación por su puesto |si dentro de nuestro concepto de sexualidad estan los orgasmos e la baba los gemidos los cuerpos desnudos la procreacion por su puesto 
TEDX_M_018_SPA_0057|si los encuerados las encueradas pero no comprendemos que la sexualidad es mucho más que eso la sexualidad es la capacidad de disfrutar fijate que concepto |si los encuerados las encueradas pero no comprendemos que la sexualidad es mucho mas que eso la sexualidad es la capacidad de disfrutar fijate que concepto 
TEDX_M_018_SPA_0058|disfrutar lo que sea una buena comida un buen libro hacer deporte e conversar con alguien dormir se hace con los mismos químicos |disfrutar lo que sea una buena comida un buen libro hacer deporte e conversar con alguien dormir se hace con los mismos quimicos 
TEDX_M_018_SPA_0059|que con los que disfrutas un beso o tienes un orgasmo entonces es interesantísimo porque realmente la sexualidad es tan importante o tan completa como |que con los que disfrutas un beso o tienes un orgasmo entonces es interesantisimo porque realmente la sexualidad es tan importante o tan completa como 
TEDX_M_018_SPA_0060|cualquiera de las otras dimensiones que sería tu vida sin placer preguntantelo entonces e ese es otro canal a trves del cual tanto nos expresamos como recibimos información |cualquiera de las otras dimensiones que seria tu vida sin placer preguntantelo entonces e ese es otro canal a trves del cual tanto nos expresamos como recibimos informacion 
TEDX_M_018_SPA_0061|el placer tenemos una un cuarto canal que sería las emociones los sentimientos los sentimientos son muy curiosos porque lo que son son |el placer tenemos una un cuarto canal que seria las emociones los sentimientos los sentimientos son muy curiosos porque lo que son son 
TEDX_M_018_SPA_0062|la valoración que hacemos de las cosas es decir imaginate esto por un momento el universo realmente es blanco y negro todo es gris y sin embargo o o que quiere decir que sea |la valoracion que hacemos de las cosas es decir imaginate esto por un momento el universo realmente es blanco y negro todo es gris y sin embargo o o que quiere decir que sea 
TEDX_M_018_SPA_0063|sea gris bueno que no hay bueno ni malo que las cosas no son ni amorosas ni temerosas que no son de sufrir ni de disfrutar sin embargo entras tu a ese universo y al momento en que entras tú |sea gris bueno que no hay bueno ni malo que las cosas no son ni amorosas ni temerosas que no son de sufrir ni de disfrutar sin embargo entras tu a ese universo y al momento en que entras tu 
TEDX_M_018_SPA_0064|tú le das un valor a esas cosas tu decides que esas cosas pueden generar un dolor un placer y tú decides como colorear las cosas a ratito veremos |tu le das un valor a esas cosas tu decides que esas cosas pueden generar un dolor un placer y tu decides como colorear las cosas a ratito veremos 
TEDX_M_018_SPA_0065|como realmente hay dos formas de vivir los sentimientos una manera es simplemente estar como condicionados y controlados por la manera ya tradicional en la que vivimos |como realmente hay dos formas de vivir los sentimientos una manera es simplemente estar como condicionados y controlados por la manera ya tradicional en la que vivimos 
TEDX_M_018_SPA_0066|nuestras emociones y otra manera es aprender a construir emociones a traves de la creatividad donde yo voy yo voy reconfigurando la coloraación que le doy a mi mundo |nuestras emociones y otra manera es aprender a construir emociones a traves de la creatividad donde yo voy yo voy reconfigurando la coloraacion que le doy a mi mundo 
TEDX_M_018_SPA_0067|y ahi esta toda la inteligencia emocional tenemos el intelecto el intelecto es evidentemente fácil de explicar porque es con lo que piensas y sus fnciones tienen que ver |y ahi esta toda la inteligencia emocional tenemos el intelecto el intelecto es evidentemente facil de explicar porque es con lo que piensas y sus fnciones tienen que ver 
